Job_Listing,Working_Title,Job Control,Salary_Range,Work_Type/Schedule,Department,Location,Publish_Date,Filing_Deadline,URLs
FIRE CAPTAIN CORRECTION INSTITUTION,"FIRE CAPTAIN, CORRECTIONAL INSTITUTION",402673,$5871.00 - $8422.00,Permanent Fulltime,"California State Prison, Los Angeles County",Los Angeles County,11/9/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402673
FOOD ADMINISTRATOR I (CORRECTIONAL FACILITY),"FOOD ADMINISTRATOR I, CF - HIGH DESERT STATE PRISON",402777,$5094.00 - $7772.00,Permanent Fulltime,California Correctional Health Care Services,Lassen County,11/9/2023,11/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402777
FORESTRY AIDE,Forestry Aide – Southern California,402664,$3367.00 - $4163.00,Non-Tenured Fulltime,Department of Forestry & Fire Protection,Riverside County,11/9/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402664
FORESTRY AIDE,Forestry Aide – Sacramento,402696,$3367.00 - $4163.00,Non-Tenured Fulltime,Department of Forestry & Fire Protection,Sacramento County,11/9/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402696
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst,402584,$5518.00 - $6907.00,Limited Term Fulltime,State Controller's Office,Sacramento County,11/9/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402584
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Senior Grants Management Analyst,402647,$5518.00 - $6907.00,Permanent Fulltime,California Governor's Office of Emergency Services,Sacramento County,11/9/2023,11/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402647
HYDROELECTRIC PLANT MECHANIC I,HYDROELECTRIC PLANT MECHANIC I,402111,$8128.00 - $10075.00,Permanent Fulltime,Department of Water Resources,Contra Costa County,11/9/2023,11/21/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402111
HYDROELECTRIC PLANT TECHNICIAN III,HYDROELECTRIC PLANT TECHNICIAN III,402075,$9620.00 - $12188.00,Permanent Fulltime,Department of Water Resources,Contra Costa County,11/9/2023,11/21/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402075
LICENSED VOCATIONAL NURSE (SAFETY),Licensed Vocational Nurse (Safety),402617,$4650.00 - $5821.00,Permanent Fulltime,Department of State Hospitals,Napa County,11/9/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402617
PSYCHIATRIC TECHNICIAN (SAFETY),Psychiatric Technician (Safety),402625,$5673.00 - $6702.00,Permanent Fulltime,Department of State Hospitals,Napa County,11/9/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402625
REGISTERED NURSE (SAFETY),Registered Nurse (Safety) CNS Program Placement,402580,$8703.00 - $10373.00,Permanent Fulltime,Department of State Hospitals,Napa County,11/9/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402580
STAFF SERVICES ANALYST,STAFF SERVICES ANALYST,401799,$3534.00 - $5744.00,Permanent Fulltime,Department of Water Resources,Butte County,11/9/2023,11/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=401799
STUDENT ASSISTANT -ENGINEERING AND ARCHITECTURAL SCIENCES-,STUDENT ASSISTANT -ENGINEERING AND ARCHITECTURAL SCIENCES,401845,$16.07 - $24.78,Non-Tenured Intermittent,Department of Water Resources,Sacramento County,11/9/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=401845
ACCOUNTANT TRAINEE,ACCOUNTANT TRAINEE,402439,$4065.00 - $4847.00,Permanent Fulltime,Department of General Services,Yolo County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402439
ACCOUNTING ANALYST,ACCOUNTING ANALYST,394425,$3895.00 - $6032.00,Permanent Fulltime,State Controller's Office,Sacramento County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=394425
"ACTIVITY COORDINATOR, VETERANS HOME AND MEDICAL CENTER",Activity Coordinator,402371,$2786.00 - $3489.00,Permanent Fulltime,Department of Veterans Affairs,Los Angeles County,11/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402371
ADMINISTRATIVE ASSISTANT I,Administrative Assistant I,402621,$4588.00 - $6010.00,Permanent Fulltime,"Business, Consumer Services and Housing Agency",Sacramento County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402621
ADMINISTRATOR III FRANCHISE TAX BOARD,Section Manager,402045,$9370.00 - $11168.00,Permanent Fulltime,Franchise Tax Board,United States,11/8/2023,11/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402045
AIR POLLUTION SPECIALIST,Air Pollution Specialist,402632,$5633.00 - $10903.00,Permanent Fulltime,State Air Resources Board,Riverside County,11/8/2023,11/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402632
APPRENTICESHIP CONSULTANT,Equity and Inclusion Apprenticeship Consultant,402600,$5793.00 - $7256.00,Permanent Fulltime,Department of Industrial Relations,Los Angeles County,11/8/2023,12/4/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402600
ASSISTANT CHIEF,"Deputy Chief, Statewide Hired Equipment Coordinator",402574,$8615.00 - $11146.00,Limited Term Fulltime,Department of Forestry & Fire Protection,Sacramento County,11/8/2023,11/21/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402574
ASSISTANT CHIEF,"Division Chief - Operations, San Mateo County Fire Department (Schedule A)",402182,$8615.00 - $11146.00,Permanent Fulltime,Department of Forestry & Fire Protection,San Mateo County,11/8/2023,11/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402182
ASSISTANT TELECOMMUNICATIONS ENGINEER,Assistant Telecommunications Engineer,391136,$7486.00 - $9370.00,Permanent Fulltime,California Governor's Office of Emergency Services,Sacramento County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391136
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Technology Resolution Support Analyst,391161,$5518.00 - $6907.00,Permanent Fulltime,Employment Development Department,United States,11/8/2023,11/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391161
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,HR Analyst,401501,$5518.00 - $6907.00,Permanent Fulltime,Department of Justice,Sacramento County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=401501
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Facilities Analyst,384809,$5518.00 - $6907.00,Permanent Fulltime,California Governor's Office of Emergency Services,Sacramento County,11/8/2023,11/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=384809
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Internal Communications Analyst,389274,$5518.00 - $6907.00,Permanent Fulltime,Department of Public Health,Sacramento County,11/8/2023,11/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=389274
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Telework Option – Associate Governmental Program Analyst,402181,$5518.00 - $6907.00,Permanent Fulltime,Department of Corrections & Rehabilitation,Sacramento County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402181
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,California Competes Analyst,402152,$5518.00 - $6907.00,Permanent Fulltime,Governor's Office of Business and Economic Development (GO-Biz),Sacramento County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402152
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst - Central Office,402130,$5518.00 - $6907.00,Permanent Fulltime,Prison Industry Authority,Sacramento County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402130
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Budgets & Reports Analyst,402382,$5518.00 - $6907.00,Permanent Fulltime,Department of Rehabilitation,Sacramento County,11/8/2023,11/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402382
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Diversity & Inclusion Practitioner,402384,$5518.00 - $6907.00,Permanent Fulltime,Public Employees Retirement System,Sacramento County,11/8/2023,11/26/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402384
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Benefit Calculation Analyst,402351,$5518.00 - $6907.00,Permanent Fulltime,State Teachers' Retirement System,Yolo County,11/8/2023,11/26/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402351
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst,402310,$5518.00 - $6907.00,Permanent Fulltime,Department of Veterans Affairs,Los Angeles County,11/8/2023,11/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402310
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Policy & Procedure Analyst - Telework Hybrid,402403,$5518.00 - $7116.00,Permanent Fulltime,Department of Motor Vehicles,Sacramento County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402403
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,BUDGET ANALYST,402423,$5518.00 - $6907.00,Limited Term Fulltime,California Men's Colony,San Luis Obispo County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402423
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Bilingual Community Engagement Liaison,402554,$5518.00 - $6907.00,Permanent Fulltime,Department of Industrial Relations,Sacramento County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402554
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Bilingual Community Engagement Liaison,402540,$5518.00 - $6907.00,Permanent Fulltime,Department of Industrial Relations,Orange County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402540
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,CHSI Personnel Liaison,402586,$5518.00 - $6907.00,Permanent Fulltime,Department of Public Health,Sacramento County,11/8/2023,11/28/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402586
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst,402624,$5518.00 - $6907.00,Limited Term Fulltime,Department of Fish and Wildlife,Sacramento County,11/8/2023,11/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402624
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Bilingual Community Engagement Liaison - Spanish,402462,$5518.00 - $6907.00,Permanent Fulltime,Department of Industrial Relations,Fresno County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402462
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,VISITOR CONNECTIONS ANALYST,402469,$5518.00 - $6907.00,Permanent Fulltime,Department of Parks & Recreation,San Diego County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402469
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,HR Liaison,402472,$5518.00 - $6907.00,Permanent Fulltime,Department of Transportation,Sacramento County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402472
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,ICPC Specialist,402476,$5518.00 - $6907.00,Permanent Fulltime,Department of Social Services,Sacramento County,11/8/2023,11/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402476
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Bilingual Community Engagement Liaison - Spanish,402482,$5518.00 - $6907.00,Permanent Fulltime,Department of Industrial Relations,Monterey County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402482
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Bilingual Community Engagement Liaison,402509,$5518.00 - $6907.00,Permanent Fulltime,Department of Industrial Relations,Imperial County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402509
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Construction Field Facilities Coordinator,402516,$5518.00 - $6907.00,Permanent Fulltime,Department of Transportation,Alameda County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402516
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Business Services Analyst,379906,$5518.00 - $6907.00,Permanent Fulltime,Department of General Services,Sacramento County,11/8/2023,11/29/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=379906
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst (AGPA) Contract Liaison,400394,$5518.00 - $7116.00,Permanent Fulltime,State Air Resources Board,Sacramento County,11/8/2023,11/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=400394
ASSOCIATE MANAGEMENT AUDITOR,Internal Auditor,402550,$6082.00 - $7998.00,Permanent Fulltime,CA State Lottery,Sacramento County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402550
ASSOCIATE MANAGEMENT AUDITOR,Auditor- Forensic Services,402330,$6082.00 - $7998.00,Permanent Fulltime,Department of Insurance,United States,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402330
ASSOCIATE PERSONNEL ANALYST,Human Resources Analyst,402525,$5518.00 - $6907.00,Permanent Fulltime,California Governor's Office of Emergency Services,Sacramento County,11/8/2023,11/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402525
ASSOCIATE PERSONNEL ANALYST,Classification and Certification Analyst - Telework Option,402630,$5518.00 - $6907.00,Permanent Fulltime,Department of General Services,Yolo County,11/8/2023,11/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402630
"ASSOCIATE TAX AUDITOR , EMPLOYMENT DEVELOPMENT DEPARTMENT",Associate Tax Auditor,402408,$6082.00 - $7998.00,Permanent Fulltime,Employment Development Department,Los Angeles County,11/8/2023,11/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402408
ATTORNEY,ATTORNEY,402430,$7737.00 - $11173.00,Permanent Fulltime,Agricultural Labor Relations Board,United States,11/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402430
ATTORNEY,ATTORNEY,399611,$7737.00 - $11173.00,Permanent Fulltime,Department of Corrections & Rehabilitation,United States,11/8/2023,12/8/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=399611
ATTORNEY III,Enforcement Attorney III,402312,$10536.00 - $13526.00,Permanent Fulltime,Department of Social Services,Los Angeles County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402312
"ATTORNEY, ASSISTANT CHIEF COUNSEL","Attorney, Assistant Chief Counsel",402501,$14090.00 - $16483.00,Permanent Fulltime,California Energy Commission,Sacramento County,11/8/2023,11/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402501
AUDITOR I,Auditor I,401480,$3895.00 - $5125.00,Permanent Fulltime,Department of Health Care Services,United States,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=401480
BATTALION CHIEF,Automated Vehicle Location (AVL) Business Lead,402606,$5739.00 - $7447.00,Permanent Fulltime,Department of Forestry & Fire Protection,Sacramento County,11/8/2023,11/21/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402606
BUSINESS SERVICE ASSISTANT (SPECIALIST),Business Service Assistant (Specialist),402383,$3130.00 - $4932.00,Permanent Fulltime,Department of Motor Vehicles,Sacramento County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402383
BUSINESS SERVICE OFFICER I (SPECIALIST),Property Liaison,401769,$4588.00 - $5744.00,Permanent Fulltime,Department of Justice,Sacramento County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=401769
C. E. A.,Director of Administrative Services,399723,$11102.00 - $13226.00,Non-Tenured Fulltime,Commission on Teacher Credentialing,Sacramento County,11/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=399723
C. E. A.,"Chief, Office of Fleet and Asset Management",399952,$11102.00 - $13226.00,Non-Tenured Fulltime,Department of General Services,Sacramento County,11/8/2023,12/8/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=399952
CALTRANS EQUIPMENT OPERATOR II,CALTRANS EQUIPMENT OPERATOR II,402520,$4559.00 - $5500.00,Permanent Fulltime,Department of Transportation,Tehama County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402520
CALTRANS EQUIPMENT OPERATOR II,Caltrans Equipment Operator II,402375,$4559.00 - $5500.00,Permanent Fulltime,Department of Transportation,Kern County,11/8/2023,11/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402375
CALTRANS HIGHWAY MAINTENANCE LEADWORKER,CALTRANS HIGHWAY MAINTENANCE LEADWORKER,402578,$4779.00 - $6011.00,Permanent Fulltime,Department of Transportation,Los Angeles County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402578
CALTRANS MAINTENANCE AREA SUPERINTENDENT,Caltrans Maintenance Area Superintendent,402555,$6558.00 - $8139.00,Permanent Fulltime,Department of Transportation,Los Angeles County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402555
CALTRANS MAINTENANCE AREA SUPERINTENDENT,Caltrans Maintenance Area Superintendent,402494,$6558.00 - $8139.00,Permanent Fulltime,Department of Transportation,Kern County,11/8/2023,11/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402494
CASE RECORDS TECHNICIAN,Case Records Technician- Folsom State Prison,402387,$3002.00 - $4351.00,Permanent Fulltime,Folsom State Prison,Sacramento County,11/8/2023,11/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402387
CERTIFIED NURSING ASSISTANT,CERTIFIED NURSING ASSISTANT - ISUDT,397809,$3103.00 - $3885.00,Permanent Fulltime,California Correctional Health Care Services,Del Norte County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397809
CERTIFIED NURSING ASSISTANT,Certified Nursing Assistant - Richard J. Donovan Correctional Facility (RJD),402447,$3103.00 - $3885.00,Limited Term Fulltime,California Correctional Health Care Services,San Diego County,11/8/2023,11/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=402447
